SÕNAVORMID,MIN 1 SAGEDUS FOOKUSKORPUSES,,,,,,,,,,,,,,,,,,,
eurosend,15308.47095,0,1.62E-05,0,,improviseeritud,inf,8.10E-06,0,,fukuyama,53.94267046,2.06E-13,5.67E-05,4.42E-07,,kujunenud,24.62398204,24.30153343,0.027515915
kuulidevaba,15308.47095,0,1.62E-05,0,,impressumine,inf,8.10E-06,0,,euromaitan,53.6588704,2.39E-13,2.43E-05,0,,agend,24.44772014,24.30153343,0.034924046
sularahaautomaa,15308.47095,0,1.62E-05,0,,freut,inf,8.10E-06,0,,gork,53.6588704,2.39E-13,2.43E-05,0,,sapisus,24.22477175,24.30153343,0.044448785
ettetootmine,15308.47095,0,1.62E-05,0,,virnama,inf,8.10E-06,0,,võimuvertikaall,53.6588704,2.39E-13,2.43E-05,0,,mariupol,23.98672701,40.50255571,0.730230043
huilama,15308.47095,0,1.62E-05,0,,kirikuel,inf,2.43E-05,0,,humanitaarkonvoid,53.6588704,2.39E-13,2.43E-05,0,,etnos,23.94845195,32.40204457,0.394747545
hallama,15308.47095,0,1.62E-05,0,,alkopoes,inf,8.10E-06,0,,soolestikufloor,53.6588704,2.39E-13,2.43E-05,0,,maruste,23.93375662,24.30153343,0.057148438
toasooja,15308.47095,0,1.62E-05,0,,axelrod,inf,8.10E-06,0,,mittekangelane,53.6588704,2.39E-13,2.43E-05,0,,primaarenergia,23.93029416,32.40204457,0.395805849
koloniaalmajandus,15308.47095,0,1.62E-05,0,,kaitsetaht,inf,2.43E-05,0,,mobiils,53.6588704,2.39E-13,2.43E-05,0,,eelarveettepanek,23.90982065,24.30153343,0.058206743
asumiselt,15308.47095,0,1.62E-05,0,,täisehittud,inf,8.10E-06,0,,asunud,53.6588704,2.39E-13,2.43E-05,0,,läänekristlik,23.76720426,24.30153343,0.064556569
alustatud,15308.47095,0,1.62E-05,0,,poeesiakeel,inf,8.10E-06,0,,toornaft,53.6588704,2.39E-13,2.43E-05,0,,kibestumine,23.73824408,56.703578,1.430827563
meepot,15308.47095,0,1.62E-05,0,,poliitikakultuur,inf,8.10E-06,0,,põlevkiv,53.6588704,2.39E-13,2.43E-05,0,,ehitatud,23.69653218,24.30153343,0.067731482
kultuurigeneetiline,15308.47095,0,1.62E-05,0,,voogesituslik,inf,8.10E-06,0,,tegutsenud,53.6588704,2.39E-13,2.43E-05,0,,grigorjevitš,23.62627913,24.30153343,0.070906395
piimasoovija,15308.47095,0,1.62E-05,0,,kaitseks,inf,2.43E-05,0,,kõhuelustik,53.6588704,2.39E-13,2.43E-05,0,,janukovitši,23.55644142,24.30153343,0.074081309
õndis,15308.47095,0,1.62E-05,0,,kuubal,inf,2.43E-05,0,,kaitsetaht,53.6588704,2.39E-13,2.43E-05,0,,julgeolekukorraldus,23.46396419,24.30153343,0.078314526
kogusummaa,15308.47095,0,1.62E-05,0,,pildipooldaja,inf,8.10E-06,0,,kirikuel,53.6588704,2.39E-13,2.43E-05,0,,muutunud,23.41799732,24.30153343,0.080431135
noix,15308.47095,0,1.62E-05,0,,piirikilomeeter,inf,8.10E-06,0,,luurekeel,53.6588704,2.39E-13,2.43E-05,0,,anschluss,23.30386426,24.30153343,0.085722657
noored,15308.47095,0,1.62E-05,0,,pildikäsitlus,inf,8.10E-06,0,,kiidetud,53.6588704,2.39E-13,2.43E-05,0,,hughes,23.2733209,48.60306685,1.131327415
suurenenud,15308.47095,0,1.62E-05,0,,turvane,inf,8.10E-06,0,,kaitseks,53.6588704,2.39E-13,2.43E-05,0,,saavutatud,23.23591687,24.30153343,0.08889757
uuritud,15308.47095,0,1.62E-05,0,,pildidiskursus,inf,8.10E-06,0,,kuubal,53.6588704,2.39E-13,2.43E-05,0,,kibestunud,23.21335571,24.30153343,0.089955875
usa-kuupa,15308.47095,0,1.62E-05,0,,formeerunud,inf,8.10E-06,0,,elatustane,53.6588704,2.39E-13,2.43E-05,0,,tehnoloogiainvesteering,23.10120389,24.30153343,0.095247397
näpitsa,15308.47095,0,1.62E-05,0,,bacteroide,inf,8.10E-06,0,,kaubavidu,53.6588704,2.39E-13,2.43E-05,0,,püsitrupp,23.10120389,24.30153343,0.095247397
konspiratsiooniteemaline,15308.47095,0,1.62E-05,0,,pilvima,inf,8.10E-06,0,,veeldatud,53.6588704,2.39E-13,2.43E-05,0,,prominentne,22.97668672,48.60306685,1.158843329
päädma,15308.47095,0,1.62E-05,0,,pilluma,inf,8.10E-06,0,,piinamisraport,53.6588704,2.39E-13,2.43E-05,0,,kutsutud,22.94599972,24.30153343,0.102655528
nänd,15308.47095,0,1.62E-05,0,,pillatud,inf,8.10E-06,0,,vandenõuteemaline,53.6588704,2.39E-13,2.43E-05,0,,kirjatehnika,22.93892915,32.40204457,0.456129201
kurkov,10125.34242,0,5.67E-05,3.17E-08,,vooglaidu,inf,8.10E-06,0,,isehävituv,53.6588704,2.39E-13,2.43E-05,0,,enmak,22.83641031,24.30153343,0.10794705
pandud,9560.295994,0,4.05E-05,1.59E-08,,pikema,inf,8.10E-06,0,,vandenõuteema,53.6588704,2.39E-13,2.43E-05,0,,pomerantsev,22.7062769,24.30153343,0.114296876
mõeldud,9560.295994,0,4.05E-05,1.59E-08,,piiribarjäär,inf,8.10E-06,0,,castrole,53.6588704,2.39E-13,2.43E-05,0,,elanud,22.66322806,24.30153343,0.116413485
vandenõunarratiiv,9175.485349,0,4.86E-05,2.54E-08,,viskitünn,inf,8.10E-06,0,,vanamemme,53.6588704,2.39E-13,2.43E-05,0,,rahvuskonservatiivsus,22.6417648,24.30153343,0.11747179
debat,8741.984443,0,3.24E-05,1.06E-08,,freetowni,inf,8.10E-06,0,,appathurai,53.6588704,2.39E-13,2.43E-05,0,,toodud,22.6417648,24.30153343,0.11747179
haavaja,8158.652338,0,3.24E-05,1.16E-08,,kaubavidu,inf,2.43E-05,0,,uis,53.6588704,2.39E-13,2.43E-05,0,,eksamitöö,22.60413318,40.50255571,0.836060484
kasvujõuline,7654.235466,0,8.10E-06,0,,piingama,inf,8.10E-06,0,,the,53.48046614,2.61E-13,3.24E-05,0.000323595,,kirikusisene,22.59896,24.30153343,0.119588398
petuseadus,7654.235466,0,8.10E-06,0,,piinamisturism,inf,8.10E-06,0,,vandenõu,53.19917294,3.01E-13,0.000113407,6.61E-06,,lastekaitsetöötaja,22.57843858,72.90460028,2.273237873
peomaks,7654.235466,0,8.10E-06,0,,piirikaitserügend,inf,8.10E-06,0,,puupõld,51.16326812,8.50E-13,4.86E-05,2.50E-07,,eelisseisund,22.56178106,32.40204457,0.480470202
viskitünn,7654.235466,0,8.10E-06,0,,sini-kollane,inf,8.10E-06,0,,riigikirik,51.09504235,8.80E-13,5.67E-05,5.44E-07,,sotsiaalsüsteem,22.54098229,56.703578,1.559940701
vooglaidu,7654.235466,0,8.10E-06,0,,vandenõuteema,inf,2.43E-05,0,,kodu,51.00185123,9.23E-13,0.000259216,0.000736489,,annekteerimine,22.39575986,81.00511142,2.661635592
kartuliküpsetamine,7654.235466,0,8.10E-06,0,,autenditud,inf,8.10E-06,0,,vanem,50.75811562,1.04E-12,0.000801951,0.000355766,,csce,22.34549185,24.30153343,0.132288051
möödaostmine,7654.235466,0,8.10E-06,0,,septembrivihm,inf,8.10E-06,0,,sotsiaalliberalism,50.29642694,1.32E-12,3.24E-05,2.01E-08,,uustulnd,22.3382244,32.40204457,0.495286464
vilksas,7654.235466,0,8.10E-06,0,,jagamisalu,inf,8.10E-06,0,,seotud,49.52261943,1.96E-12,0.000121508,0.000492045,,delillo,22.26226127,24.30153343,0.136521269
garanteeritud,7654.235466,0,8.10E-06,0,,kuhjunud,inf,8.10E-06,0,,aasta,49.46319133,2.02E-12,0.005670358,0.004293452,,krimm,22.11773457,380.7240237,16.25873066
hallanud,7654.235466,0,8.10E-06,0,,settinud,inf,8.10E-06,0,,annekteerimine,48.93144228,2.65E-12,8.10E-05,2.66E-06,,parlamenditöö,21.85523861,24.30153343,0.157687357
alastikiskumine,7654.235466,0,8.10E-06,0,,asunud,inf,2.43E-05,0,,võistlus,48.92442446,2.66E-12,8.10E-06,0.000233499,,erakonnapoliitika,21.57906638,24.30153343,0.172503619
kasvusõbralikum,7654.235466,0,8.10E-06,0,,korrama,inf,8.10E-06,0,,koolivalik,48.73276289,2.93E-12,4.86E-05,3.07E-07,,gaasitarbimine,21.55960663,24.30153343,0.173561923
ohutune,7654.235466,0,8.10E-06,0,,elatustane,inf,2.43E-05,0,,reformierakond,48.65849506,3.05E-12,0.000267317,5.86E-05,,haavumine,21.2908094,24.30153343,0.188378185
peon,7654.235466,0,8.10E-06,0,,jobuma,inf,8.10E-06,0,,hotell,48.2736149,3.71E-12,1.62E-05,0.000256483,,riigikogulane,21.26015775,137.7086894,5.524349022
kaarn,7654.235466,0,8.10E-06,0,,jobustuma,inf,8.10E-06,0,,lastetoetus,48.23748891,3.78E-12,7.29E-05,1.88E-06,,organiseeritud,21.19642752,24.30153343,0.193669707
virnama,7654.235466,0,8.10E-06,0,,koristustalk,inf,8.10E-06,0,,vesi,47.8841181,4.52E-12,0.000113407,0.000468159,,kagu-eesti,21.12152237,24.30153343,0.197902925
katedraalivõlv,7654.235466,0,8.10E-06,0,,juriidilis-demagoogiline,inf,8.10E-06,0,,sobima,47.66989346,5.04E-12,0.000145809,0.000525967,,assotsiatsioonilepe,21.12152237,24.30153343,0.197902925
keeleeksamine,7654.235466,0,8.10E-06,0,,jobbiku,inf,8.10E-06,0,,punkt,47.41938555,5.73E-12,0.000121508,0.000480688,,pictures,21.02863215,24.30153343,0.203194447
keelan-käsen,7654.235466,0,8.10E-06,0,,septemberu,inf,8.10E-06,0,,sõitma,47.20893724,6.38E-12,0.00016201,0.000551778,,postmodernistlik,20.99071098,48.60306685,1.36309608
pešmerga-sõdalane,7654.235466,0,8.10E-06,0,,septembert,inf,8.10E-06,0,,luhanski,46.92268093,7.38E-12,3.24E-05,3.17E-08,,politseibuss,20.95868775,32.40204457,0.593708774
pearetsept,7654.235466,0,8.10E-06,0,,humanitaarkonvoid,inf,2.43E-05,0,,puusepa,46.8898521,7.51E-12,4.86E-05,3.59E-07,,anastamine,20.91823672,24.30153343,0.209544273
vähekausaalne,7654.235466,0,8.10E-06,0,,ärategemisrõõm,inf,8.10E-06,0,,toetus,46.79302349,7.89E-12,0.000615639,0.000249738,,luganski,20.89995007,24.30153343,0.210602578
orelihe,7654.235466,0,8.10E-06,0,,jeltsinlik,inf,8.10E-06,0,,e-residentsus,46.64449897,8.51E-12,8.10E-05,3.00E-06,,dekadentlik,20.82042942,32.40204457,0.604291818
alkopoes,7654.235466,0,8.10E-06,0,,ježiit,inf,8.10E-06,0,,elatisfond,46.43761047,9.46E-12,3.24E-05,3.39E-08,,kaevandusfirma,20.7908981,24.30153343,0.216952404
haritipp,7654.235466,0,8.10E-06,0,,korrespondentsaadik,inf,8.10E-06,0,,chiesa,46.14746457,1.10E-11,4.86E-05,3.82E-07,,tervishoiupoliitika,20.76563549,32.40204457,0.608525036
kastre-peravalla,7654.235466,0,8.10E-06,0,,sepistatud,inf,8.10E-06,0,,terminal,46.059534,1.15E-11,0.000137709,1.45E-05,,kultuuripoliitiline,20.71882683,24.30153343,0.221185622
kaelanuhtlemine,7654.235466,0,8.10E-06,0,,jagatud,inf,8.10E-06,0,,pannoo,45.13083027,1.84E-11,5.67E-05,8.39E-07,,lapsetoetus,20.69414139,48.60306685,1.396961822
viljeldud,7654.235466,0,8.10E-06,0,,bioessays,inf,8.10E-06,0,,maksumaksja,45.07334087,1.90E-11,0.00016201,2.21E-05,,zaventem,20.59389719,24.30153343,0.228593753
okupatsiooniakka,7654.235466,0,8.10E-06,0,,separatismiseeme,inf,8.10E-06,0,,toode,44.99259005,1.98E-11,0.000186312,0.000580203,,e-residentsus,20.51605921,81.00511142,2.99711809
al-baghdat,7654.235466,0,8.10E-06,0,,appathurai,inf,2.43E-05,0,,lastekaitsetöötaja,44.94895367,2.02E-11,7.29E-05,2.27E-06,,tehnoloogiaülikool,20.4354701,24.30153343,0.238118492
okupandi-kolonist,7654.235466,0,8.10E-06,0,,castrole,inf,2.43E-05,0,,minut,44.94435628,2.03E-11,7.29E-05,0.000374203,,elatisraha,20.35266989,48.60306685,1.437177389
värvikuselt,7654.235466,0,8.10E-06,0,,jaburusaste,inf,8.10E-06,0,,senine,44.93539477,2.04E-11,0.000372624,0.000114293,,andestamine,20.31265312,72.90460028,2.638352895
väärkoheldud,7654.235466,0,8.10E-06,0,,kuretiib,inf,8.10E-06,0,,maidan,44.75512821,2.23E-11,5.67E-05,8.63E-07,,vabakaubandus,20.11176464,40.50255571,1.063595932
altist,7654.235466,0,8.10E-06,0,,jacksparrowlik,inf,8.10E-06,0,,mai,44.72896329,2.26E-11,1.62E-05,0.000241125,,sotsiaalprobleem,20.04044382,32.40204457,0.666731778
vänd,7654.235466,0,8.10E-06,0,,bitihulk,inf,8.10E-06,0,,tööjõud,44.58302501,2.44E-11,0.000170111,2.51E-05,,lipukiri,20.02772706,32.40204457,0.667790083
viina-vein,7654.235466,0,8.10E-06,0,,kuuendas-seitses,inf,8.10E-06,0,,leht,44.55781496,2.47E-11,4.05E-05,0.000302416,,keskmaa,19.93793849,40.50255571,1.081587107
alakasutama,7654.235466,0,8.10E-06,0,,itee,inf,8.10E-06,0,,eksamisüsteem,44.19608568,2.97E-11,3.24E-05,4.55E-08,,suletus,19.86723328,40.50255571,1.088995238
väärismaastik,7654.235466,0,8.10E-06,0,,toruma,inf,8.10E-06,0,,ndatel,44.02040231,3.25E-11,3.24E-05,4.66E-08,,lähivälismaa,19.85834448,24.30153343,0.274100842
alanenud,7654.235466,0,8.10E-06,0,,blatnoimentaliteet,inf,8.10E-06,0,,agressioon,43.46246134,4.32E-11,8.91E-05,4.79E-06,,kroos,19.80155393,32.40204457,0.686839562
karmijooneline,7654.235466,0,8.10E-06,0,,isehävituv,inf,2.43E-05,0,,km,43.16152055,5.04E-11,1.62E-05,0.000234312,,harvendus,19.79258335,24.30153343,0.27833406
pihlapiga,7654.235466,0,8.10E-06,0,,seoksma,inf,8.10E-06,0,,maksusüsteem,42.89227653,5.78E-11,8.91E-05,4.93E-06,,sakraalne,19.47263261,40.50255571,1.131327415
vox-popul,7654.235466,0,8.10E-06,0,,kuningamänt,inf,8.10E-06,0,,demokraatlik,42.74324078,6.24E-11,0.000194412,3.52E-05,,eelkool,19.32341177,72.90460028,2.824614471
vihmavarjur,7654.235466,0,8.10E-06,0,,kumme,inf,8.10E-06,0,,immuniteet,42.43845624,7.29E-11,5.67E-05,1.02E-06,,manifest,19.29658616,121.5076671,5.34867049
alandatud,7654.235466,0,8.10E-06,0,,kummastuma,inf,8.10E-06,0,,andestamine,42.36320564,7.58E-11,7.29E-05,2.64E-06,,perepoliitika,19.27167741,40.50255571,1.153551807
vovka-nimeline,7654.235466,0,8.10E-06,0,,jahikire,inf,8.10E-06,0,,kibestunu,42.32465519,7.73E-11,4.05E-05,2.15E-07,,parteikontor,19.25071713,24.30153343,0.31431641
peatermin,7654.235466,0,8.10E-06,0,,transtsententaalne,inf,8.10E-06,0,,kirikukogu,42.31651727,7.76E-11,8.91E-05,5.06E-06,,kadunud,19.24611324,32.40204457,0.735521565
garaažikola,7654.235466,0,8.10E-06,0,,ajalookulu,inf,8.10E-06,0,,riigipidamine,42.27637029,7.92E-11,4.05E-05,2.16E-07,,rahvuskonservatiivne,19.02568135,32.40204457,0.755629349
peatükkime,7654.235466,0,8.10E-06,0,,koristatud,inf,8.10E-06,0,,kaitsevõime,41.95604392,9.33E-11,8.91E-05,5.15E-06,,kreml,18.9554499,364.5230014,18.28326699
kassatšek,7654.235466,0,8.10E-06,0,,selgrooks,inf,8.10E-06,0,,keha,41.52628585,1.16E-10,2.43E-05,0.00024906,,õnneks,18.89993072,56.703578,2.053110556
hinnes,7654.235466,0,8.10E-06,0,,ekspluatatsiooniea,inf,8.10E-06,0,,balticu,41.38195234,1.25E-10,3.24E-05,6.56E-08,,piirijoon,18.75242721,24.30153343,0.349240455
vorb,7654.235466,0,8.10E-06,0,,kristallkuulilt,inf,8.10E-06,0,,eelkool,41.18342062,1.39E-10,7.29E-05,2.82E-06,,osalusdemokraatia,18.72098295,32.40204457,0.784203568
kasarmukõlbulik,7654.235466,0,8.10E-06,0,,krimmi-laadne,inf,8.10E-06,0,,meeskond,41.13772308,1.42E-10,5.67E-05,0.000321774,,peaküsimus,18.52000251,24.30153343,0.366173326
kasarin,7654.235466,0,8.10E-06,0,,ukrainata,inf,8.10E-06,0,,kapital,41.02363707,1.50E-10,0.00015391,2.22E-05,,sepitsus,18.52000251,24.30153343,0.366173326
pihkima,7654.235466,0,8.10E-06,0,,krimkama,inf,8.10E-06,0,,neoliberalism,40.9869426,1.53E-10,4.86E-05,5.92E-07,,representatsioon,18.48152243,40.50255571,1.245624291
kasakavunts,7654.235466,0,8.10E-06,0,,sellelesinane,inf,8.10E-06,0,,alkoreklaam,40.89785171,1.60E-10,3.24E-05,6.98E-08,,piiksatama,18.4485468,24.30153343,0.371464848
pettumusevirve,7654.235466,0,8.10E-06,0,,meepot,inf,1.62E-05,0,,siduma,40.36786532,2.10E-10,0.000259216,6.53E-05,,nähtud,18.36352442,24.30153343,0.377814674
pesunäpitsa,7654.235466,0,8.10E-06,0,,kräpijama,inf,8.10E-06,0,,foto,40.33646886,2.14E-10,3.24E-05,0.000263725,,valikuvariant,18.31894379,32.40204457,0.823360831
allrend,7654.235466,0,8.10E-06,0,,korwin-mikket,inf,8.10E-06,0,,kohvri,40.33139154,2.14E-10,3.24E-05,7.51E-08,,kuubalane,18.11912842,32.40204457,0.843468615
kantseleil,7654.235466,0,8.10E-06,0,,kriminaalkuriteoks,inf,8.10E-06,0,,tekitanud,39.61617546,3.09E-10,2.43E-05,1.06E-08,,kibedalt,18.09938261,24.30153343,0.397922458
voogesituslik,7654.235466,0,8.10E-06,0,,varjulejäämine,inf,1.62E-05,0,,marti,39.61617546,3.09E-10,2.43E-05,1.06E-08,,kutsealune,18.02286226,40.50255571,1.302772729
ekspluatatsiooniea,7654.235466,0,8.10E-06,0,,plaanitud,inf,1.62E-05,0,,toompea,39.54294573,3.21E-10,0.000137709,1.80E-05,,kapo,17.95213905,137.7086894,6.726582832
silmakaar,7654.235466,0,8.10E-06,0,,ärbelnud,inf,8.10E-06,0,,rahvuslik,39.48235791,3.31E-10,0.000210613,4.49E-05,,rahastamissüsteem,17.92298961,24.30153343,0.411680416
siirata,7654.235466,0,8.10E-06,0,,sellessama,inf,8.10E-06,0,,sotsiaal,39.20576998,3.81E-10,0.000113407,1.14E-05,,valimisloosung,17.85605823,24.30153343,0.416971938
koraanivärss,7654.235466,0,8.10E-06,0,,kosmoserake,inf,8.10E-06,0,,valimisliit,38.78302689,4.74E-10,0.000113407,1.16E-05,,fidel,17.83248319,32.40204457,0.873101139
siinsündinud,7654.235466,0,8.10E-06,0,,kraijna,inf,8.10E-06,0,,koht,38.71475839,4.90E-10,0.000656141,0.00121983,,kontrolljoon,17.82624097,40.50255571,1.328172035
eks-kgb-last,7654.235466,0,8.10E-06,0,,õlgõla,inf,8.10E-06,0,,reform,38.67236507,5.01E-10,0.000186312,3.58E-05,,katuseraha,17.47622378,64.80408914,2.765349424
siinkiri,7654.235466,0,8.10E-06,0,,ajakirjanike-fefinist,inf,8.10E-06,0,,rahvusliberaalne,38.64993301,5.07E-10,2.43E-05,1.27E-08,,noorpoliitik,17.42654689,24.30153343,0.451895983
koputajateg,7654.235466,0,8.10E-06,0,,ekspluatatsioonii,inf,8.10E-06,0,,paraku,38.61256248,5.17E-10,0.000348322,0.00011318,,kuurme,17.35208956,32.40204457,0.924958055
eksamihullus,7654.235466,0,8.10E-06,0,,kroomitud,inf,8.10E-06,0,,ükskõiksus,38.59124846,5.23E-10,8.10E-05,4.57E-06,,palgaootus,17.21324884,24.30153343,0.469887158
sellessama,7654.235466,0,8.10E-06,0,,selgrookasvatus,inf,8.10E-06,0,,kasutaja,38.34408159,5.93E-10,4.05E-05,0.00027312,,džihaat,17.20102228,16.20102228,0
sellelesinane,7654.235466,0,8.10E-06,0,,õkmev,inf,8.10E-06,0,,pärnu,38.23343748,6.28E-10,3.24E-05,0.000253988,,vandenõudiskursus,17.20102228,16.20102228,0
ekspluatatsioonii,7654.235466,0,8.10E-06,0,,ekspordima,inf,8.10E-06,0,,koolipiirkond,38.22939,6.29E-10,3.24E-05,9.84E-08,,tahes-tahtma,17.20102228,16.20102228,0
kroomitud,7654.235466,0,8.10E-06,0,,gork,inf,2.43E-05,0,,artikkel,38.13091342,6.62E-10,0.00015391,0.000485028,,debatis,17.20102228,16.20102228,0
oravaparte,7654.235466,0,8.10E-06,0,,euromaitan,inf,2.43E-05,0,,maksukoormus,38.02903549,6.97E-10,7.29E-05,3.39E-06,,pannool,17.20102228,16.20102228,0
selfie-made,7654.235466,0,8.10E-06,0,,kärata,inf,1.62E-05,0,,singapur,37.88873801,7.49E-10,0.000105307,9.91E-06,,esilekererkimine,17.20102228,16.20102228,0
govers,7654.235466,0,8.10E-06,0,,vastuluureasutus,inf,1.62E-05,0,,meeldima,37.86636111,7.58E-10,0.00016201,0.000496994,,kontrane,17.20102228,16.20102228,0
eksporttulg,7654.235466,0,8.10E-06,0,,näljas,inf,1.62E-05,0,,kibestumine,37.8330746,7.71E-10,5.67E-05,1.43E-06,,kingima,17.20102228,16.20102228,0
kristallkuulilt,7654.235466,0,8.10E-06,0,,kopikask,inf,8.10E-06,0,,pühendatud,37.81855353,7.76E-10,2.43E-05,1.48E-08,,putinland,17.20102228,16.20102228,0
ekspordima,7654.235466,0,8.10E-06,0,,eksporttulg,inf,8.10E-06,0,,palk,37.7924275,7.87E-10,0.000380724,0.000132782,,sisserännanud,17.20102228,16.20102228,0
paradoksaalsevõitu,7654.235466,0,8.10E-06,0,,kõrgekskiidetud,inf,8.10E-06,0,,salasepitsus,37.69596111,8.27E-10,4.05E-05,3.44E-07,,näljas,17.20102228,16.20102228,0
selgrookasvatus,7654.235466,0,8.10E-06,0,,joodikrahv,inf,8.10E-06,0,,ndate,37.54174622,8.95E-10,4.86E-05,7.93E-07,,leones,17.20102228,16.20102228,0
selgrooks,7654.235466,0,8.10E-06,0,,nänd,inf,1.62E-05,0,,irl,37.13185051,1.10E-09,0.00015391,2.51E-05,,pahal,17.20102228,16.20102228,0
krimmi-laadne,7654.235466,0,8.10E-06,0,,džihaat,inf,1.62E-05,0,,lääne-ukraina,37.05154228,1.15E-09,4.05E-05,3.67E-07,,lõksus,17.20102228,16.20102228,0
paradokslik,7654.235466,0,8.10E-06,0,,ukraina-artikkel,inf,8.10E-06,0,,masin,36.9594752,1.21E-09,8.10E-06,0.000183063,,valgustusaja,17.20102228,16.20102228,0
krimkama,7654.235466,0,8.10E-06,0,,koraanivärss,inf,8.10E-06,0,,klubi,36.87775721,1.26E-09,2.43E-05,0.000228094,,ärgake,17.20102228,16.20102228,0
siidriarmastus,7654.235466,0,8.10E-06,0,,koputajateg,inf,8.10E-06,0,,patriood,36.75494858,1.34E-09,2.43E-05,1.80E-08,,usa-kuupa,17.20102228,16.20102228,0
eitkee,7654.235466,0,8.10E-06,0,,selfie-made,inf,8.10E-06,0,,sotsiaalsüsteem,36.6584127,1.41E-09,5.67E-05,1.56E-06,,tsiviilkohtumetlus,17.20102228,16.20102228,0
silluma,7654.235466,0,8.10E-06,0,,äriide,inf,8.10E-06,0,,sanktsioon,36.58859409,1.46E-09,0.00015391,2.55E-05,,spetsnazi,17.20102228,16.20102228,0
sihtsolvuja,7654.235466,0,8.10E-06,0,,skandaalist,inf,8.10E-06,0,,mängija,36.44098936,1.57E-09,2.43E-05,0.000226113,,okase,17.20102228,16.20102228,0
eelpositsioneerimisladu,7654.235466,0,8.10E-06,0,,kukutatud,inf,8.10E-06,0,,teave,36.21029227,1.77E-09,1.62E-05,0.000203904,,suurenenud,17.20102228,16.20102228,0
paljastusrohke,7654.235466,0,8.10E-06,0,,kuldhamm,inf,8.10E-06,0,,paviljon,36.15849433,1.82E-09,8.10E-05,5.21E-06,,kastivird,17.20102228,16.20102228,0
staroz,7654.235466,0,8.10E-06,0,,kolumnisari,inf,8.10E-06,0,,liitlane,36.13369412,1.84E-09,0.00015391,2.59E-05,,tänas,17.20102228,16.20102228,0
start-up-firma,7654.235466,0,8.10E-06,0,,kolõm,inf,8.10E-06,0,,vaesus,36.09882653,1.88E-09,0.00015391,2.59E-05,,parado,17.20102228,16.20102228,0
minimeeritud,7654.235466,0,8.10E-06,0,,kommunik,inf,8.10E-06,0,,sots,36.02665573,1.95E-09,0.00015391,2.60E-05,,teabeamees,17.20102228,16.20102228,0
streikinud,7654.235466,0,8.10E-06,0,,kommivaagna,inf,8.10E-06,0,,idanaaber,35.91639303,2.06E-09,7.29E-05,3.84E-06,,plaanitud,17.20102228,16.20102228,0
strilitz,7654.235466,0,8.10E-06,0,,bessler,inf,8.10E-06,0,,ideoloogia,35.82104086,2.16E-09,0.000121508,1.54E-05,,kogusummaa,17.20102228,16.20102228,0
paljukajastatud,7654.235466,0,8.10E-06,0,,triumtisaluluut,inf,8.10E-06,0,,naturalisatsioon,35.80207845,2.18E-09,4.05E-05,4.17E-07,,vandenõuromaan,17.20102228,16.20102228,0
edus,7654.235466,0,8.10E-06,0,,tripolaarne,inf,8.10E-06,0,,kamalu,35.77258027,2.22E-09,1.62E-05,0,,kuken,17.20102228,16.20102228,0
paljuvõit,7654.235466,0,8.10E-06,0,,triki,inf,8.10E-06,0,,asumiselt,35.77258027,2.22E-09,1.62E-05,0,,kuhjas,17.20102228,16.20102228,0
suguelusteest,7654.235466,0,8.10E-06,0,,tülita,inf,8.10E-06,0,,vandenõudiskursus,35.77258027,2.22E-09,1.62E-05,0,,soolemikroop,17.20102228,16.20102228,0
stseene,7654.235466,0,8.10E-06,0,,kommetents,inf,8.10E-06,0,,neljale-viie,35.77258027,2.22E-09,1.62E-05,0,,ujul,17.20102228,16.20102228,0
struktuuriparandus,7654.235466,0,8.10E-06,0,,kommet,inf,8.10E-06,0,,iibe,35.77258027,2.22E-09,1.62E-05,0,,üürielamispind,17.20102228,16.20102228,0
grigojevitši,7654.235466,0,8.10E-06,0,,egiit,inf,8.10E-06,0,,palgavaes,35.77258027,2.22E-09,1.62E-05,0,,varjulejäämine,17.20102228,16.20102228,0
hamina-kotkas,7654.235466,0,8.10E-06,0,,kõigepeal,inf,8.10E-06,0,,õndis,35.77258027,2.22E-09,1.62E-05,0,,meepot,17.20102228,16.20102228,0
eksamiusk,7654.235466,0,8.10E-06,0,,kommertslavastus,inf,8.10E-06,0,,kiirkord,35.77258027,2.22E-09,1.62E-05,0,,kujundatud,17.20102228,16.20102228,0
sihistatud,7654.235466,0,8.10E-06,0,,kommertsihõnguline,inf,8.10E-06,0,,kaunine,35.77258027,2.22E-09,1.62E-05,0,,teadmussiir,17.20102228,16.20102228,0
kopikask,7654.235466,0,8.10E-06,0,,asce,inf,8.10E-06,0,,suurenenud,35.77258027,2.22E-09,1.62E-05,0,,ridamine,17.20102228,16.20102228,0
pangavaenulik,7654.235466,0,8.10E-06,0,,luurekeel,inf,2.43E-05,0,,leones,35.77258027,2.22E-09,1.62E-05,0,,ürge,17.20102228,16.20102228,0
sibericum,7654.235466,0,8.10E-06,0,,sogajo,inf,8.10E-06,0,,sõjaväestatud,35.77258027,2.22E-09,1.62E-05,0,,sõjaväestatud,17.20102228,16.20102228,0
sidama,7654.235466,0,8.10E-06,0,,kõhutüüf,inf,8.10E-06,0,,sotsiopoliitiitiline,35.77258027,2.22E-09,1.62E-05,0,,kangelasetüüp,17.20102228,16.20102228,0
